Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
water-pressure-reducing-valve-with-quick-connect-fitting-14-6mm-tube,"Water Pressure Reducing Valve with Quick Connect Fitting 1/4"" (6mm) tube","<p>Quality plumbing fitting for water filtration systems, reverse osmosis installations, and standard 1/4&quot; tubing. Suitable for connecting filter housings, RO membranes, holding tanks, and dedicated drinking taps. Stocked locally in Sydney for next-day Australian dispatch.</p><p>Quality fittings are critical to the long-term reliability of any water filtration system. Push-fit connections make installation tool-free, but require quality components to maintain a leak-free seal under pressure. All Enviro Aqua fittings are pressure-tested and rated for use with reverse osmosis systems and drinking water applications. Standard 1/4&quot; sizing is compatible with virtually every residential RO and water filter system on the Australian market.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-3465,0,shopify,10,deny,manual,24.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l500-1-5.jpg,1,"Water Pressure Reducing Valve with Quick Connect Fitting 1/4"" (6mm) tube",FALSE,Water Pressure Reducing Valve with Quick | Enviro Aqua,"The 1/4"" Inline Ball Valve Push Fit is an essential component for managing water flow in reverse osmosis (RO) and other water filtration systems.",active
2-pics-75gpd-reverse-osmosis-membrane-membrane-replacement-filter-280l-per-day,2 Pics 75GPD Reverse Osmosis Membrane Membrane Replacement Filter (280L per day),"<p>Quality plumbing fitting for water filtration systems, reverse osmosis installations, and standard 1/4&quot; tubing. Suitable for connecting filter housings, RO membranes, holding tanks, and dedicated drinking taps. Stocked locally in Sydney for next-day Australian dispatch.</p><p>Quality fittings are critical to the long-term reliability of any water filtration system. Push-fit connections make installation tool-free, but require quality components to maintain a leak-free seal under pressure. All Enviro Aqua fittings are pressure-tested and rated for use with reverse osmosis systems and drinking water applications. Standard 1/4&quot; sizing is compatible with virtually every residential RO and water filter system on the Australian market.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-3467,0,shopify,10,deny,manual,74.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-25.jpg,1,2 Pics 75GPD Reverse Osmosis Membrane Membrane Replacement Filter (280L per day),FALSE,2 Pics 75GPD Reverse Osmosis Membrane | Enviro Aqua,"Quality plumbing fitting for water filtration systems, reverse osmosis installations, and standard 1/4"" tubing.",active
2-pics-75gpd-reverse-osmosis-membrane-membrane-replacement-filter-280l-per-day,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-1-20.jpg,2,2 Pics 75GPD Reverse Osmosis Membrane Membrane Replacement Filter (280L per day),,,,
2-pics-75gpd-reverse-osmosis-membrane-membrane-replacement-filter-280l-per-day,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-2-9.jpg,3,2 Pics 75GPD Reverse Osmosis Membrane Membrane Replacement Filter (280L per day),,,,
2-pics-75gpd-reverse-osmosis-membrane-membrane-replacement-filter-280l-per-day,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-3-7.jpg,4,2 Pics 75GPD Reverse Osmosis Membrane Membrane Replacement Filter (280L per day),,,,
plastic-opening-handle-spanner-wrench-for-10x25water-filter-housing-universal,"Plastic Opening Handle Spanner Wrench For 10""x2.5”Water Filter Housing Universal","<p>Quality plumbing fitting for water filtration systems, reverse osmosis installations, and standard 1/4&quot; tubing. Suitable for connecting filter housings, RO membranes, holding tanks, and dedicated drinking taps. Stocked locally in Sydney for next-day Australian dispatch.</p><p>Quality fittings are critical to the long-term reliability of any water filtration system. Push-fit connections make installation tool-free, but require quality components to maintain a leak-free seal under pressure. All Enviro Aqua fittings are pressure-tested and rated for use with reverse osmosis systems and drinking water applications. Standard 1/4&quot; sizing is compatible with virtually every residential RO and water filter system on the Australian market.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-3472,0,shopify,10,deny,manual,12.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-26.jpg,1,"Plastic Opening Handle Spanner Wrench For 10""x2.5”Water Filter Housing Universal",FALSE,Plastic Opening Handle Spanner Wrench For | Enviro Aqua,"Quality plumbing fitting for water filtration systems, reverse osmosis installations, and standard 1/4"" tubing.",active
plastic-opening-handle-spanner-wrench-for-10x25water-filter-housing-universal,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l500-1-6.jpg,2,"Plastic Opening Handle Spanner Wrench For 10""x2.5”Water Filter Housing Universal",,,,
plastic-opening-handle-spanner-wrench-for-10x25water-filter-housing-universal,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l500-15.jpg,3,"Plastic Opening Handle Spanner Wrench For 10""x2.5”Water Filter Housing Universal",,,,
5-x-fridge-water-filter-fitting-threaded-elbow-quick-connect-6mm-x-14-push-fit,"5 x Fridge Water Filter Fitting Threaded Elbow Quick Connect 6mm x 1/4"" Push Fit","<p>Quality plumbing fitting for water filtration systems, reverse osmosis installations, and standard 1/4&quot; tubing. Suitable for connecting filter housings, RO membranes, holding tanks, and dedicated drinking taps. Stocked locally in Sydney for next-day Australian dispatch.</p><p>Quality fittings are critical to the long-term reliability of any water filtration system. Push-fit connections make installation tool-free, but require quality components to maintain a leak-free seal under pressure. All Enviro Aqua fittings are pressure-tested and rated for use with reverse osmosis systems and drinking water applications. Standard 1/4&quot; sizing is compatible with virtually every residential RO and water filter system on the Australian market.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-3476,0,shopify,10,deny,manual,19.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-27.jpg,1,"5 x Fridge Water Filter Fitting Threaded Elbow Quick Connect 6mm x 1/4"" Push Fit",FALSE,5 x Fridge Water Filter Fitting Threaded | Enviro Aqua,"Quality plumbing fitting for water filtration systems, reverse osmosis installations, and standard 1/4"" tubing.",active
5-x-fridge-water-filter-fitting-threaded-elbow-quick-connect-6mm-x-14-push-fit,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l500-16.jpg,2,"5 x Fridge Water Filter Fitting Threaded Elbow Quick Connect 6mm x 1/4"" Push Fit",,,,
5-x-fridge-water-filter-fitting-threaded-elbow-quick-connect-6mm-x-14-push-fit,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-1-21.jpg,3,"5 x Fridge Water Filter Fitting Threaded Elbow Quick Connect 6mm x 1/4"" Push Fit",,,,
5-x-fridge-water-filter-fitting-threaded-elbow-quick-connect-6mm-x-14-push-fit,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-2-10.jpg,4,"5 x Fridge Water Filter Fitting Threaded Elbow Quick Connect 6mm x 1/4"" Push Fit",,,,
5-x-fridge-water-filter-fitting-threaded-elbow-quick-connect-6mm-x-14-push-fit,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-3-8.jpg,5,"5 x Fridge Water Filter Fitting Threaded Elbow Quick Connect 6mm x 1/4"" Push Fit",,,,
5-x-fridge-water-filter-fitting-threaded-elbow-quick-connect-6mm-x-14-push-fit,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-4-2.jpg,6,"5 x Fridge Water Filter Fitting Threaded Elbow Quick Connect 6mm x 1/4"" Push Fit",,,,
tap-thread-adaptor-suitable-for-countertop-systems-22mm-to-24mm,Tap Thread Adaptor Suitable for Countertop Systems 22mm to 24mm,"<p>## The problem this solves</p><p>Most countertop water filter systems are imported and ship with a diverter valve designed for the 24mm aerator thread that&#x27;s standard in Europe and Asia. But Australian kitchen taps mostly use a 22mm aerator thread. Result: you unbox your new benchtop filter, try to fit the diverter, and discover it doesn&#x27;t thread on to your tap.</p><p>This adaptor is the fix. It&#x27;s a small brass ring with 22mm internal threads (to screw into your tap aerator socket) and 24mm external threads (for the diverter valve to screw onto). Two-second installation, no tools, no plumber.</p><p>## Specifications</p><ul><li><strong>Internal thread:</strong> 22mm (to fit standard Australian tap aerator socket)</li><li><strong>External thread:</strong> 24mm (to accept European/Asian diverter valves)</li><li><strong>Material:</strong> Solid brass with chrome plating</li><li><strong>Sealing washer:</strong> Included (rubber)</li></ul><p>## How to know if you need this</p><p>If your benchtop filter system&#x27;s diverter valve has a thread that <strong>doesn&#x27;t match your kitchen tap aerator</strong>, you almost certainly need a thread adaptor — and this 22mm-to-24mm size fits the most common case.</p><p>Quick check:</p><p>1. Unscrew the aerator from the end of your kitchen tap</p><p>2. Look at the diverter valve from your filter system</p><p>3. If they&#x27;re different sizes, you need this adaptor (or its 24-to-22 reverse)</p><p>## Compatibility</p><p>Suitable for virtually all benchtop water filter systems with a 24mm female diverter valve thread. If you&#x27;re not sure, send us a photo of your tap aerator thread and the diverter valve and we&#x27;ll confirm the correct adaptor before you order.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-3483,0,shopify,10,deny,manual,14.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-28.jpg,1,Tap Thread Adaptor Suitable for Countertop Systems 22mm to 24mm,FALSE,Tap Thread Adaptor 22mm to 24mm | Enviro Aqua,"Quality plumbing fitting for water filtration systems, reverse osmosis installations, and standard 1/4"" tubing.",active
tap-thread-adaptor-suitable-for-countertop-systems-22mm-to-24mm,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l500-17.jpg,2,Tap Thread Adaptor Suitable for Countertop Systems 22mm to 24mm,,,,
tap-thread-adaptor-suitable-for-countertop-systems-22mm-to-24mm,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-1-22.jpg,3,Tap Thread Adaptor Suitable for Countertop Systems 22mm to 24mm,,,,
tap-thread-adaptor-suitable-for-countertop-systems-22mm-to-24mm,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-2-11.jpg,4,Tap Thread Adaptor Suitable for Countertop Systems 22mm to 24mm,,,,
tap-thread-adaptor-suitable-for-countertop-systems-22mm-to-24mm,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-3-9.jpg,5,Tap Thread Adaptor Suitable for Countertop Systems 22mm to 24mm,,,,
tap-thread-adaptor-suitable-for-countertop-systems-22mm-to-24mm,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l1600-4-3.jpg,6,Tap Thread Adaptor Suitable for Countertop Systems 22mm to 24mm,,,,
diverter-valve-tap-connector-for-14-tube-benchtop-countertop-water-filters,"Diverter Valve Tap connector for 1/4"" tube Benchtop Countertop water filters","<p>Quality plumbing fitting for water filtration systems, reverse osmosis installations, and standard 1/4&quot; tubing. Suitable for connecting filter housings, RO membranes, holding tanks, and dedicated drinking taps. Stocked locally in Sydney for next-day Australian dispatch.</p><p>Quality fittings are critical to the long-term reliability of any water filtration system. Push-fit connections make installation tool-free, but require quality components to maintain a leak-free seal under pressure. All Enviro Aqua fittings are pressure-tested and rated for use with reverse osmosis systems and drinking water applications. Standard 1/4&quot; sizing is compatible with virtually every residential RO and water filter system on the Australian market.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-3494,0,shopify,10,deny,manual,22.99,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2020/07/s-l500-18.jpg,1,"Diverter Valve Tap connector for 1/4"" tube Benchtop Countertop water filters",FALSE,"Diverter Valve Tap connector for 1/4"" tube | Enviro Aqua","Brass tap thread adaptor converts 22mm Australian tap aerators to 24mm for benchtop water filter diverter valves. Two-second fit, no tools.",active
